Time;Order;SKU;MU;TU;Module;Step;Event
397,10;1506;506;32;61;4;Preshaper;End Process
397,10;1506;506;38;0;3;Melter;Queue Up
397,10;1505;505;26;110;2;Shaper;End Process
397,10;1506;506;38;4;3;Melter;Start Process
398,00;1503;503;29;64;2;Conditioner;Queue Up
398,00;1503;503;29;64;2;Conditioner;Start Process
398,00;0;0;0;102;2;Conditioner;Queue Down
398,10;1504;504;36;0;2;Melter;Queue Up
398,10;1504;504;30;56;3;Preshaper;End Process
398,10;1505;505;33;1;3;Preshaper;Queue Up
398,10;1504;504;36;2;2;Melter;Start Process
398,10;1505;505;33;1;3;Preshaper;Start Process
399,00;0;0;0;64;2;Conditioner;Release TU
400,00;1502;502;40;15;1;Melter;End Process
402,00;1501;501;37;14;1;Preshaper;Queue Up
402,00;1503;503;29;106;2;Conditioner;End Process
402,00;1501;501;37;14;1;Preshaper;Start Process
402,10;1506;506;32;61;4;Conditioner;Queue Up
402,10;1506;506;32;61;4;Conditioner;Start Process
402,10;0;0;0;107;4;Conditioner;Queue Down
403,10;1506;506;38;4;3;Melter;End Process
403,10;1504;504;30;56;3;Conditioner;Queue Up
403,10;0;0;0;61;4;Conditioner;Release TU
403,10;1504;504;30;56;3;Conditioner;Start Process
403,10;0;0;0;103;3;Conditioner;Queue Down
404,10;1504;504;36;2;2;Melter;End Process
404,10;0;0;0;56;3;Conditioner;Release TU
405,00;1503;503;29;106;1;Shaper;Queue Up
405,00;1503;503;29;106;1;Shaper;Start Process
406,00;0;0;0;55;2;Preshaper;Queue Down
407,00;0;0;0;7;2;Preshaper;Release TU
407,00;1503;503;29;106;1;Shaper;End Process
408,10;1506;506;32;108;4;Conditioner;End Process
408,10;1504;504;30;101;3;Conditioner;End Process
409,00;1502;502;34;55;2;Preshaper;End Process
409,00;1503;503;35;11;2;Preshaper;Start Process
410,00;1502;502;40;15;2;Preshaper;Queue Up
411,10;1506;506;32;108;2;Shaper;Queue Up
411,10;1504;504;30;101;2;Shaper;Queue Up
411,10;1506;506;32;108;2;Shaper;Start Process
412,00;1503;503;42;0;3;Melter;Queue Up
412,00;1503;503;42;8;3;Melter;Start Process
413,10;0;0;0;52;3;Preshaper;Queue Down
413,10;1506;506;38;4;4;Preshaper;Queue Up
413,10;1506;506;38;4;4;Preshaper;Start Process
414,00;0;0;0;14;1;Preshaper;Release TU
414,00;1502;502;34;55;2;Conditioner;Queue Up
414,00;1502;502;34;55;2;Conditioner;Start Process
414,00;0;0;0;109;2;Conditioner;Queue Down
414,10;0;0;0;58;4;Preshaper;Queue Down
414,10;0;0;0;1;3;Preshaper;Release TU
414,10;1504;504;36;2;3;Preshaper;Queue Up
415,00;0;0;0;55;2;Conditioner;Release TU
415,10;1506;506;32;108;2;Shaper;End Process
415,10;1504;504;30;101;2;Shaper;Start Process
416,00;1501;501;37;60;1;Preshaper;End Process
416,10;1505;505;39;0;4;Melter;Queue Up
416,10;1505;505;33;52;3;Preshaper;End Process
416,10;1504;504;36;2;3;Preshaper;Start Process
416,10;1505;505;39;9;4;Melter;Start Process
418,00;1503;503;42;8;3;Melter;End Process
418,00;1502;502;34;102;2;Conditioner;End Process
419,10;1504;504;30;101;2;Shaper;End Process
420,00;1501;501;43;0;2;Melter;Queue Up
420,00;1501;501;43;6;2;Melter;Start Process
421,00;1501;501;37;60;1;Conditioner;Queue Up
421,00;1502;502;34;102;1;Shaper;Queue Up
421,00;1501;501;37;60;1;Conditioner;Start Process
421,00;1502;502;34;102;1;Shaper;Start Process
421,00;0;0;0;111;1;Conditioner;Queue Down
421,10;1505;505;33;52;3;Conditioner;Queue Up
421,10;1505;505;33;52;3;Conditioner;Start Process
421,10;0;0;0;105;3;Conditioner;Queue Down
422,00;0;0;0;51;2;Preshaper;Queue Down
422,00;0;0;0;60;1;Conditioner;Release TU
422,10;0;0;0;52;3;Conditioner;Release TU
423,00;0;0;0;11;2;Preshaper;Release TU
423,00;1502;502;34;102;1;Shaper;End Process
424,00;1501;501;37;112;1;Conditioner;End Process
424,10;1505;505;39;9;4;Melter;End Process
425,00;1503;503;35;51;2;Preshaper;End Process
425,00;1502;502;40;15;2;Preshaper;Start Process
426,00;1501;501;43;6;2;Melter;End Process
426,10;1505;505;33;103;3;Conditioner;End Process
427,00;0;0;0;62;1;Preshaper;Queue Down
427,00;1501;501;37;112;1;Shaper;Queue Up
427,00;1501;501;37;112;1;Shaper;Start Process
428,00;1503;503;42;8;2;Preshaper;Queue Up
428,00;1502;502;46;0;2;Melter;Queue Up
428,00;1502;502;46;10;2;Melter;Start Process
429,00;1501;501;37;112;1;Shaper;End Process
429,10;1505;505;33;103;2;Shaper;Queue Up
429,10;1505;505;33;103;2;Shaper;Start Process
430,00;1503;503;35;51;2;Conditioner;Queue Up
430,00;1503;503;35;51;2;Conditioner;Start Process
430,00;0;0;0;110;2;Conditioner;Queue Down
431,00;0;0;0;51;2;Conditioner;Release TU
431,10;0;0;0;4;4;Preshaper;Release TU
431,10;0;0;0;57;3;Preshaper;Queue Down
432,10;0;0;0;2;3;Preshaper;Release TU
433,10;1506;506;44;0;3;Melter;Queue Up
433,10;1506;506;38;58;4;Preshaper;End Process
433,10;1505;505;33;103;2;Shaper;End Process
433,10;1506;506;44;12;3;Melter;Start Process
434,00;1502;502;46;10;2;Melter;End Process
434,00;1503;503;35;109;2;Conditioner;End Process
434,10;1504;504;41;0;1;Melter;Queue Up
434,10;1504;504;36;57;3;Preshaper;End Process
434,10;1505;505;39;9;3;Preshaper;Queue Up
434,10;1504;504;41;5;1;Melter;Start Process
434,10;1505;505;39;9;3;Preshaper;Start Process
436,00;1501;501;43;6;1;Preshaper;Queue Up
436,00;1501;501;43;6;1;Preshaper;Start Process
437,00;1503;503;35;109;1;Shaper;Queue Up
437,00;1503;503;35;109;1;Shaper;Start Process
438,00;0;0;0;54;2;Preshaper;Queue Down
438,10;1506;506;38;58;4;Conditioner;Queue Up
438,10;1504;504;41;5;1;Melter;End Process
438,10;1506;506;38;58;4;Conditioner;Start Process
438,10;0;0;0;104;4;Conditioner;Queue Down
439,00;0;0;0;15;2;Preshaper;Release TU
439,00;1503;503;35;109;1;Shaper;End Process
439,10;1506;506;44;12;3;Melter;End Process
439,10;1504;504;36;57;3;Conditioner;Queue Up
439,10;0;0;0;58;4;Conditioner;Release TU
439,10;1504;504;36;57;3;Conditioner;Start Process
439,10;0;0;0;108;3;Conditioner;Queue Down
440,10;0;0;0;57;3;Conditioner;Release TU
441,00;1502;502;40;54;2;Preshaper;End Process
441,00;1503;503;42;8;2;Preshaper;Start Process
444,00;1503;503;48;0;3;Melter;Queue Up
444,00;1502;502;46;10;2;Preshaper;Queue Up
444,00;0;0;0;65;2;Preshaper;Queue Down
444,00;1503;503;48;14;3;Melter;Start Process
444,10;1506;506;38;107;4;Conditioner;End Process
444,10;1504;504;36;105;3;Conditioner;End Process
446,00;1502;502;40;54;2;Conditioner;Queue Up
446,00;0;0;0;114;2;Conditioner;Queue Down
446,00;1502;502;40;54;2;Conditioner;Start Process
446,00;0;0;0;114;2;Conditioner;Queue Down
447,00;0;0;0;54;2;Conditioner;Release TU
447,10;1506;506;38;107;2;Shaper;Queue Up
447,10;1504;504;36;105;2;Shaper;Queue Up
447,10;1506;506;38;107;2;Shaper;Start Process
448,00;0;0;0;6;1;Preshaper;Release TU
448,10;1504;504;41;5;3;Preshaper;Queue Up
449,10;0;0;0;56;3;Preshaper;Queue Down
449,10;1506;506;44;12;4;Preshaper;Queue Up
449,10;1506;506;44;12;4;Preshaper;Start Process
450,00;1501;501;43;62;1;Preshaper;End Process
450,00;1503;503;48;14;3;Melter;End Process
450,00;1502;502;40;110;2;Conditioner;End Process
450,10;0;0;0;59;4;Preshaper;Queue Down
450,10;0;0;0;9;3;Preshaper;Release TU
451,10;1506;506;38;107;2;Shaper;End Process
451,10;1504;504;36;105;2;Shaper;Start Process
452,00;1501;501;49;0;1;Melter;Queue Up
452,00;1501;501;49;13;1;Melter;Start Process
452,10;1505;505;45;0;4;Melter;Queue Up
452,10;1505;505;39;56;3;Preshaper;End Process
452,10;1504;504;41;5;3;Preshaper;Start Process
452,10;1505;505;45;3;4;Melter;Start Process
453,00;1502;502;40;110;1;Shaper;Queue Up
453,00;1502;502;40;110;1;Shaper;Start Process
455,00;0;0;0;8;2;Preshaper;Release TU
455,00;1501;501;43;62;1;Conditioner;Queue Up
455,00;1502;502;40;110;1;Shaper;End Process
455,00;1501;501;43;62;1;Conditioner;Start Process
455,00;0;0;0;113;1;Conditioner;Queue Down
455,10;1504;504;36;105;2;Shaper;End Process
456,00;1501;501;49;13;1;Melter;End Process
456,00;0;0;0;62;1;Conditioner;Release TU
457,00;0;0;0;65;2;Preshaper;Queue Down
457,00;1503;503;42;65;2;Preshaper;End Process
457,00;1502;502;46;10;2;Preshaper;Start Process
457,10;1505;505;39;56;3;Conditioner;Queue Up
457,10;1505;505;39;56;3;Conditioner;Start Process
457,10;0;0;0;103;3;Conditioner;Queue Down
458,00;1501;501;43;111;1;Conditioner;End Process
458,10;0;0;0;56;3;Conditioner;Release TU
460,00;1503;503;48;14;2;Preshaper;Queue Up
460,00;1502;502;51;0;1;Melter;Queue Up
460,00;1502;502;51;7;1;Melter;Start Process
460,10;1505;505;45;3;4;Melter;End Process
461,00;0;0;0;63;1;Preshaper;Queue Down
461,00;1501;501;43;111;1;Shaper;Queue Up
461,00;1501;501;43;111;1;Shaper;Start Process
462,00;1503;503;42;65;2;Conditioner;Queue Up
462,00;0;0;0;115;2;Conditioner;Queue Down
462,00;1503;503;42;65;2;Conditioner;Start Process
462,00;0;0;0;115;2;Conditioner;Queue Down
462,10;1505;505;39;108;3;Conditioner;End Process
463,00;1501;501;43;111;1;Shaper;End Process
463,00;0;0;0;65;2;Conditioner;Release TU
464,00;1502;502;51;7;1;Melter;End Process
465,10;1505;505;39;108;2;Shaper;Queue Up
465,10;1505;505;39;108;2;Shaper;Start Process
466,00;1501;501;49;13;1;Preshaper;Queue Up
466,00;1503;503;42;114;2;Conditioner;End Process
466,00;1501;501;49;13;1;Preshaper;Start Process
467,10;0;0;0;12;4;Preshaper;Release TU
467,10;0;0;0;51;3;Preshaper;Queue Down
468,10;0;0;0;5;3;Preshaper;Release TU
469,00;1503;503;42;114;1;Shaper;Queue Up
469,00;1503;503;42;114;1;Shaper;Start Process
469,10;1506;506;50;0;3;Melter;Queue Up
469,10;1506;506;44;59;4;Preshaper;End Process
469,10;1505;505;39;108;2;Shaper;End Process
469,10;1506;506;50;1;3;Melter;Start Process
470,00;0;0;0;54;2;Preshaper;Queue Down
470,10;1504;504;47;0;2;Melter;Queue Up
470,10;1504;504;41;51;3;Preshaper;End Process
470,10;1505;505;45;3;3;Preshaper;Queue Up
470,10;1504;504;47;15;2;Melter;Start Process
470,10;1505;505;45;3;3;Preshaper;Start Process
471,00;0;0;0;10;2;Preshaper;Release TU
471,00;1503;503;42;114;1;Shaper;End Process
473,00;1502;502;46;54;2;Preshaper;End Process
473,00;1503;503;48;14;2;Preshaper;Start Process
474,00;1502;502;51;7;2;Preshaper;Queue Up
474,10;1506;506;44;59;4;Conditioner;Queue Up
474,10;1506;506;44;59;4;Conditioner;Start Process
474,10;0;0;0;106;4;Conditioner;Queue Down
475,10;1506;506;50;1;3;Melter;End Process
475,10;1504;504;41;51;3;Conditioner;Queue Up
475,10;0;0;0;59;4;Conditioner;Release TU
475,10;1504;504;41;51;3;Conditioner;Start Process
475,10;0;0;0;107;3;Conditioner;Queue Down
476,10;1504;504;47;15;2;Melter;End Process
476,10;0;0;0;51;3;Conditioner;Release TU
478,00;0;0;0;13;1;Preshaper;Release TU
478,00;1502;502;46;54;2;Conditioner;Queue Up
478,00;1502;502;46;54;2;Conditioner;Start Process
478,00;0;0;0;111;2;Conditioner;Queue Down
479,00;0;0;0;54;2;Conditioner;Release TU
479,10;1503;503;54;0;3;Melter;Queue Up
479,10;1503;503;54;6;3;Melter;Start Process
480,00;1501;501;49;63;1;Preshaper;End Process
480,10;1506;506;44;104;4;Conditioner;End Process
480,10;1504;504;41;103;3;Conditioner;End Process
482,00;1502;502;46;115;2;Conditioner;End Process
483,10;1506;506;44;104;2;Shaper;Queue Up
483,10;1504;504;41;103;2;Shaper;Queue Up
483,10;1506;506;44;104;2;Shaper;Start Process
485,00;1501;501;49;63;1;Conditioner;Queue Up
485,00;1502;502;46;115;1;Shaper;Queue Up
485,00;1501;501;49;63;1;Conditioner;Start Process
485,00;1502;502;46;115;1;Shaper;Start Process
485,00;0;0;0;101;1;Conditioner;Queue Down
485,10;0;0;0;58;3;Preshaper;Queue Down
485,10;1506;506;50;1;4;Preshaper;Queue Up
485,10;1503;503;54;6;3;Melter;End Process
485,10;1506;506;50;1;4;Preshaper;Start Process
486,00;0;0;0;62;2;Preshaper;Queue Down
486,00;0;0;0;63;1;Conditioner;Release TU
486,10;0;0;0;53;4;Preshaper;Queue Down
486,10;0;0;0;3;3;Preshaper;Release TU
486,10;1504;504;47;15;3;Preshaper;Queue Up
487,00;0;0;0;14;2;Preshaper;Release TU
487,00;1502;502;46;115;1;Shaper;End Process
487,10;1501;501;55;0;2;Melter;Queue Up
487,10;1506;506;44;104;2;Shaper;End Process
487,10;1504;504;41;103;2;Shaper;Start Process
487,10;1501;501;55;10;2;Melter;Start Process
488,00;1501;501;49;113;1;Conditioner;End Process
488,10;1505;505;52;0;4;Melter;Queue Up
488,10;1505;505;45;58;3;Preshaper;End Process
488,10;1504;504;47;15;3;Preshaper;Start Process
488,10;1505;505;52;11;4;Melter;Start Process
489,00;1503;503;48;62;2;Preshaper;End Process
489,00;1502;502;51;7;2;Preshaper;Start Process
491,00;0;0;0;64;1;Preshaper;Queue Down
491,00;1501;501;49;113;1;Shaper;Queue Up
491,00;1501;501;49;113;1;Shaper;Start Process
491,10;1504;504;41;103;2;Shaper;End Process
493,00;1501;501;49;113;1;Shaper;End Process
493,10;1501;501;55;10;2;Melter;End Process
493,10;1505;505;45;58;3;Conditioner;Queue Up
493,10;1505;505;45;58;3;Conditioner;Start Process
493,10;0;0;0;110;3;Conditioner;Queue Down
494,00;1503;503;48;62;2;Conditioner;Queue Up
494,00;1503;503;48;62;2;Conditioner;Start Process
494,00;0;0;0;114;2;Conditioner;Queue Down
494,10;0;0;0;58;3;Conditioner;Release TU
495,00;0;0;0;62;2;Conditioner;Release TU
495,10;1503;503;54;6;2;Preshaper;Queue Up
495,10;1502;502;57;0;2;Melter;Queue Up
495,10;1502;502;57;13;2;Melter;Start Process
496,10;1505;505;52;11;4;Melter;End Process
498,00;1503;503;48;111;2;Conditioner;End Process
498,10;1505;505;45;107;3;Conditioner;End Process
501,00;1503;503;48;111;1;Shaper;Queue Up
501,00;1503;503;48;111;1;Shaper;Start Process
501,10;1502;502;57;13;2;Melter;End Process
501,10;1505;505;45;107;2;Shaper;Queue Up
501,10;1505;505;45;107;2;Shaper;Start Process
502,00;0;0;0;56;2;Preshaper;Queue Down
503,00;0;0;0;7;2;Preshaper;Release TU
503,00;1503;503;48;111;1;Shaper;End Process
503,10;0;0;0;1;4;Preshaper;Release TU
503,10;0;0;0;57;3;Preshaper;Queue Down
503,10;1501;501;55;10;1;Preshaper;Queue Up
503,10;1501;501;55;10;1;Preshaper;Start Process
504,10;0;0;0;15;3;Preshaper;Release TU
505,00;1502;502;51;56;2;Preshaper;End Process
505,00;1503;503;54;6;2;Preshaper;Start Process
505,10;1506;506;56;0;3;Melter;Queue Up
505,10;1506;506;50;53;4;Preshaper;End Process
505,10;1505;505;45;107;2;Shaper;End Process
505,10;1506;506;56;9;3;Melter;Start Process
506,10;1504;504;53;0;1;Melter;Queue Up
506,10;1504;504;47;57;3;Preshaper;End Process
506,10;1505;505;52;11;3;Preshaper;Queue Up
506,10;1504;504;53;8;1;Melter;Start Process
506,10;1505;505;52;11;3;Preshaper;Start Process
510,00;1502;502;51;56;2;Conditioner;Queue Up
510,00;1502;502;51;56;2;Conditioner;Start Process
510,00;0;0;0;108;2;Conditioner;Queue Down
510,10;1506;506;50;53;4;Conditioner;Queue Up
510,10;1504;504;53;8;1;Melter;End Process
510,10;1506;506;50;53;4;Conditioner;Start Process
510,10;0;0;0;112;4;Conditioner;Queue Down
511,00;0;0;0;56;2;Conditioner;Release TU
511,10;1502;502;57;13;2;Preshaper;Queue Up
511,10;1506;506;56;9;3;Melter;End Process
511,10;1504;504;47;57;3;Conditioner;Queue Up
511,10;0;0;0;53;4;Conditioner;Release TU
511,10;1504;504;47;57;3;Conditioner;Start Process
511,10;0;0;0;105;3;Conditioner;Queue Down
512,10;0;0;0;57;3;Conditioner;Release TU
514,00;1502;502;51;114;2;Conditioner;End Process
515,10;0;0;0;10;1;Preshaper;Release TU
515,10;1503;503;60;0;3;Melter;Queue Up
515,10;1503;503;60;3;3;Melter;Start Process
516,10;1506;506;50;106;4;Conditioner;End Process
516,10;1504;504;47;110;3;Conditioner;End Process
517,00;1502;502;51;114;1;Shaper;Queue Up
517,00;1502;502;51;114;1;Shaper;Start Process
517,10;1501;501;55;64;1;Preshaper;End Process
518,00;0;0;0;63;2;Preshaper;Queue Down
519,00;0;0;0;6;2;Preshaper;Release TU
519,00;1502;502;51;114;1;Shaper;End Process
519,10;1506;506;50;106;2;Shaper;Queue Up
519,10;1504;504;47;110;2;Shaper;Queue Up
519,10;1506;506;50;106;2;Shaper;Start Process
520,10;1504;504;53;8;3;Preshaper;Queue Up
521,00;1503;503;54;63;2;Preshaper;End Process
521,00;1502;502;57;13;2;Preshaper;Start Process
521,10;0;0;0;59;3;Preshaper;Queue Down
521,10;1506;506;56;9;4;Preshaper;Queue Up
521,10;1503;503;60;3;3;Melter;End Process
521,10;1506;506;56;9;4;Preshaper;Start Process
522,10;0;0;0;55;4;Preshaper;Queue Down
522,10;0;0;0;11;3;Preshaper;Release TU
522,10;1501;501;55;64;1;Conditioner;Queue Up
522,10;1501;501;55;64;1;Conditioner;Start Process
522,10;0;0;0;102;1;Conditioner;Queue Down
523,10;1501;501;61;0;1;Melter;Queue Up
523,10;1506;506;50;106;2;Shaper;End Process
523,10;1504;504;47;110;2;Shaper;Start Process
523,10;0;0;0;64;1;Conditioner;Release TU
523,10;1501;501;61;12;1;Melter;Start Process
524,10;1505;505;58;0;4;Melter;Queue Up
524,10;1505;505;52;59;3;Preshaper;End Process
524,10;1504;504;53;8;3;Preshaper;Start Process
524,10;1505;505;58;4;4;Melter;Start Process
525,10;1501;501;55;101;1;Conditioner;End Process
526,00;1503;503;54;63;2;Conditioner;Queue Up
526,00;0;0;0;116;2;Conditioner;Queue Down
526,00;1503;503;54;63;2;Conditioner;Start Process
526,00;0;0;0;116;2;Conditioner;Queue Down
527,00;0;0;0;63;2;Conditioner;Release TU
527,10;1504;504;47;110;2;Shaper;End Process
527,10;1501;501;61;12;1;Melter;End Process
528,10;0;0;0;61;1;Preshaper;Queue Down
528,10;1501;501;55;101;1;Shaper;Queue Up
528,10;1501;501;55;101;1;Shaper;Start Process
529,10;1505;505;52;59;3;Conditioner;Queue Up
529,10;1505;505;52;59;3;Conditioner;Start Process
529,10;0;0;0;111;3;Conditioner;Queue Down
530,00;1503;503;54;108;2;Conditioner;End Process
530,10;1501;501;55;101;1;Shaper;End Process
530,10;0;0;0;59;3;Conditioner;Release TU
531,10;1503;503;60;3;2;Preshaper;Queue Up
531,10;0;0;0;66;2;Preshaper;Queue Down
531,10;1502;502;63;0;1;Melter;Queue Up
531,10;1502;502;63;5;1;Melter;Start Process
532,10;1505;505;58;4;4;Melter;End Process
533,00;1503;503;54;108;1;Shaper;Queue Up
533,00;1503;503;54;108;1;Shaper;Start Process
534,10;1505;505;52;105;3;Conditioner;End Process
535,00;0;0;0;13;2;Preshaper;Release TU
535,00;1503;503;54;108;1;Shaper;End Process
535,10;1502;502;63;5;1;Melter;End Process
537,10;1501;501;61;12;1;Preshaper;Queue Up
537,10;1505;505;52;105;2;Shaper;Queue Up
537,10;1501;501;61;12;1;Preshaper;Start Process
537,10;1505;505;52;105;2;Shaper;Start Process
539,10;0;0;0;9;4;Preshaper;Release TU
539,10;0;0;0;51;3;Preshaper;Queue Down
540,10;0;0;0;8;3;Preshaper;Release TU
541,10;1506;506;62;0;3;Melter;Queue Up
541,10;1506;506;56;55;4;Preshaper;End Process
541,10;1505;505;52;105;2;Shaper;End Process
541,10;1506;506;62;14;3;Melter;Start Process
542,10;1504;504;59;0;2;Melter;Queue Up
542,10;1504;504;53;51;3;Preshaper;End Process
542,10;1505;505;58;4;3;Preshaper;Queue Up
542,10;1504;504;59;10;2;Melter;Start Process
542,10;1505;505;58;4;3;Preshaper;Start Process
544,10;0;0;0;66;2;Preshaper;Queue Down
544,10;1502;502;57;66;2;Preshaper;End Process
544,10;1503;503;60;3;2;Preshaper;Start Process
545,10;1502;502;63;5;2;Preshaper;Queue Up
546,10;1506;506;56;55;4;Conditioner;Queue Up
546,10;1506;506;56;55;4;Conditioner;Start Process
546,10;0;0;0;109;4;Conditioner;Queue Down
547,10;1506;506;62;14;3;Melter;End Process
547,10;1504;504;53;51;3;Conditioner;Queue Up
547,10;0;0;0;55;4;Conditioner;Release TU
547,10;1504;504;53;51;3;Conditioner;Start Process
547,10;0;0;0;107;3;Conditioner;Queue Down
548,10;1504;504;59;10;2;Melter;End Process
548,10;0;0;0;51;3;Conditioner;Release TU
549,10;0;0;0;12;1;Preshaper;Release TU
549,10;1502;502;57;66;2;Conditioner;Queue Up
549,10;1502;502;57;66;2;Conditioner;Start Process
549,10;0;0;0;106;2;Conditioner;Queue Down
550,10;0;0;0;66;2;Conditioner;Release TU
551,10;1501;501;61;61;1;Preshaper;End Process
551,10;1503;503;66;0;3;Melter;Queue Up
551,10;1503;503;66;6;3;Melter;Start Process
552,10;1506;506;56;112;4;Conditioner;End Process
552,10;1504;504;53;111;3;Conditioner;End Process
553,10;1502;502;57;116;2;Conditioner;End Process
555,10;1506;506;56;112;2;Shaper;Queue Up
555,10;1504;504;53;111;2;Shaper;Queue Up
555,10;1506;506;56;112;2;Shaper;Start Process
556,10;1501;501;61;61;1;Conditioner;Queue Up
556,10;1502;502;57;116;1;Shaper;Queue Up
556,10;1501;501;61;61;1;Conditioner;Start Process
556,10;1502;502;57;116;1;Shaper;Start Process
556,10;0;0;0;115;1;Conditioner;Queue Down
557,10;0;0;0;54;3;Preshaper;Queue Down
557,10;0;0;0;59;2;Preshaper;Queue Down
557,10;1506;506;62;14;4;Preshaper;Queue Up
557,10;1503;503;66;6;3;Melter;End Process
557,10;0;0;0;61;1;Conditioner;Release TU
557,10;1506;506;62;14;4;Preshaper;Start Process
558,10;0;0;0;60;4;Preshaper;Queue Down
558,10;0;0;0;4;3;Preshaper;Release TU
558,10;0;0;0;3;2;Preshaper;Release TU
558,10;1504;504;59;10;3;Preshaper;Queue Up
558,10;1502;502;57;116;1;Shaper;End Process
559,10;1501;501;67;0;2;Melter;Queue Up
559,10;0;0;0;16;2;Melter;Queue Down
559,10;1506;506;56;112;2;Shaper;End Process
559,10;1504;504;53;111;2;Shaper;Start Process
559,10;1501;501;61;102;1;Conditioner;End Process
559,10;1501;501;67;16;2;Melter;Start Process
560,10;1505;505;64;0;4;Melter;Queue Up
560,10;1505;505;58;54;3;Preshaper;End Process
560,10;1504;504;59;10;3;Preshaper;Start Process
560,10;1503;503;60;59;2;Preshaper;End Process
560,10;1502;502;63;5;2;Preshaper;Start Process
560,10;1505;505;64;2;4;Melter;Start Process
562,10;0;0;0;65;1;Preshaper;Queue Down
562,10;1501;501;61;102;1;Shaper;Queue Up
562,10;1501;501;61;102;1;Shaper;Start Process
563,10;1504;504;53;111;2;Shaper;End Process
564,10;1501;501;61;102;1;Shaper;End Process
565,10;1501;501;67;16;2;Melter;End Process
565,10;1505;505;58;54;3;Conditioner;Queue Up
565,10;1503;503;60;59;2;Conditioner;Queue Up
565,10;1505;505;58;54;3;Conditioner;Start Process
565,10;1503;503;60;59;2;Conditioner;Start Process
565,10;0;0;0;114;3;Conditioner;Queue Down
565,10;0;0;0;110;2;Conditioner;Queue Down
566,10;0;0;0;54;3;Conditioner;Release TU
566,10;0;0;0;59;2;Conditioner;Release TU
567,10;1503;503;66;6;2;Preshaper;Queue Up
567,10;1502;502;69;0;2;Melter;Queue Up
567,10;1502;502;69;12;2;Melter;Start Process
568,10;1505;505;64;2;4;Melter;End Process
569,10;1503;503;60;106;2;Conditioner;End Process
570,10;1505;505;58;107;3;Conditioner;End Process
572,10;1503;503;60;106;1;Shaper;Queue Up
572,10;1503;503;60;106;1;Shaper;Start Process
573,10;0;0;0;55;2;Preshaper;Queue Down
573,10;1502;502;69;12;2;Melter;End Process
573,10;1505;505;58;107;2;Shaper;Queue Up
573,10;1505;505;58;107;2;Shaper;Start Process
574,10;0;0;0;5;2;Preshaper;Release TU
574,10;1503;503;60;106;1;Shaper;End Process
575,10;0;0;0;14;4;Preshaper;Release TU
575,10;0;0;0;64;3;Preshaper;Queue Down
575,10;1501;501;67;16;1;Preshaper;Queue Up
575,10;1501;501;67;16;1;Preshaper;Start Process
576,10;0;0;0;10;3;Preshaper;Release TU
576,10;1502;502;63;55;2;Preshaper;End Process
576,10;1503;503;66;6;2;Preshaper;Start Process
577,10;1506;506;68;0;3;Melter;Queue Up
577,10;1506;506;62;60;4;Preshaper;End Process
577,10;1505;505;58;107;2;Shaper;End Process
577,10;1506;506;68;11;3;Melter;Start Process
578,10;1504;504;65;0;1;Melter;Queue Up
578,10;1504;504;59;64;3;Preshaper;End Process
578,10;1505;505;64;2;3;Preshaper;Queue Up
578,10;1504;504;65;13;1;Melter;Start Process
578,10;1505;505;64;2;3;Preshaper;Start Process
581,10;1502;502;63;55;2;Conditioner;Queue Up
581,10;1502;502;63;55;2;Conditioner;Start Process
581,10;0;0;0;101;2;Conditioner;Queue Down
582,10;1506;506;62;60;4;Conditioner;Queue Up
582,10;1504;504;65;13;1;Melter;End Process
582,10;0;0;0;55;2;Conditioner;Release TU
582,10;1506;506;62;60;4;Conditioner;Start Process
582,10;0;0;0;113;4;Conditioner;Queue Down
583,10;1502;502;69;12;2;Preshaper;Queue Up
583,10;1506;506;68;11;3;Melter;End Process
583,10;1504;504;59;64;3;Conditioner;Queue Up
583,10;0;0;0;60;4;Conditioner;Release TU
583,10;1504;504;59;64;3;Conditioner;Start Process
583,10;0;0;0;105;3;Conditioner;Queue Down
584,10;0;0;0;64;3;Conditioner;Release TU
585,10;1502;502;63;110;2;Conditioner;End Process
587,10;0;0;0;16;1;Preshaper;Release TU
587,10;1503;503;72;0;3;Melter;Queue Up
587,10;1503;503;72;3;3;Melter;Start Process
588,10;1506;506;62;109;4;Conditioner;End Process
588,10;1504;504;59;114;3;Conditioner;End Process
588,10;1502;502;63;110;1;Shaper;Queue Up
588,10;1502;502;63;110;1;Shaper;Start Process
589,10;1501;501;67;65;1;Preshaper;End Process
589,10;0;0;0;51;2;Preshaper;Queue Down
590,10;0;0;0;6;2;Preshaper;Release TU
590,10;1502;502;63;110;1;Shaper;End Process
591,10;1506;506;62;109;2;Shaper;Queue Up
591,10;1504;504;59;114;2;Shaper;Queue Up
591,10;1506;506;62;109;2;Shaper;Start Process
592,10;1503;503;66;51;2;Preshaper;End Process
592,10;1502;502;69;12;2;Preshaper;Start Process
592,10;1504;504;65;13;3;Preshaper;Queue Up
593,10;0;0;0;63;3;Preshaper;Queue Down
593,10;1506;506;68;11;4;Preshaper;Queue Up
593,10;1503;503;72;3;3;Melter;End Process
593,10;1506;506;68;11;4;Preshaper;Start Process
594,10;0;0;0;52;4;Preshaper;Queue Down
594,10;0;0;0;2;3;Preshaper;Release TU
594,10;1501;501;67;65;1;Conditioner;Queue Up
594,10;1501;501;67;65;1;Conditioner;Start Process
